date,rainfall_mm,temperature_c,malaria_cases,rain_norm,temp_norm
4/3/2022,203.3585911,25.63718042,120.1665378,0.987717444,0.605865198
4/10/2022,142.0905433,24.63224246,132.9223664,0.686358095,0.460293128
4/17/2022,139.3065377,24.90189816,141.0411425,0.672664398,0.499354583
4/24/2022,141.1395086,24.21797416,138.3876668,0.681680238,0.40028356
5/1/2022,106.9011175,24.00397698,155.4987742,0.51327175,0.369284619
5/8/2022,134.3955445,24.43977072,121.7457347,0.648508679,0.432412294
5/15/2022,124.6047063,23.23931214,144.2053671,0.600350451,0.258517739
5/22/2022,137.0917605,23.5058066,132.2001041,0.661770566,0.297121267
5/29/2022,134.7185098,22.97567784,155.0151547,0.65009725,0.220328526
6/5/2022,158.79971,22.88067213,118.254326,0.768545528,0.206566305
6/12/2022,133.3674166,22.88041736,122.5839226,0.643451623,0.206529401
6/19/2022,95.6941277,23.19210224,121.6837052,0.458147893,0.251679067
6/26/2022,82.03170657,22.66988599,96.14067048,0.390946497,0.176032506
7/3/2022,102.6061826,23.88153218,112.6373267,0.49214624,0.351547662
7/10/2022,59.236396,22.40289866,108.7628238,0.278823128,0.137357583
7/17/2022,115.3528821,22.95367431,118.2550563,0.554843473,0.217141165
7/24/2022,95.70541209,22.85996593,119.8311059,0.458203397,0.203566873
7/31/2022,56.53260215,24.29067334,136.279826,0.265523968,0.410814528
8/7/2022,25.94994992,23.55050202,114.02045,0.115096976,0.303595702
8/14/2022,82.16680259,24.29347301,94.41647662,0.391610994,0.41122008
8/21/2022,48.33017114,22.71039311,86.21902394,0.225178643,0.181900237
8/28/2022,71.6289647,24.13454775,94.56370957,0.339778496,0.388198681
9/4/2022,12.01047226,24.7830275,72.5418376,0.046532821,0.482135363
9/11/2022,29.7559905,24.44280303,104.2117293,0.13381776,0.432851544
9/18/2022,40.54234155,25.3649239,89.42324726,0.18687262,0.566426996
9/25/2022,40.93961188,24.49642368,72.91956129,0.188826675,0.440618859
10/2/2022,31.43615812,26.08656978,51.56996995,0.142082006,0.670962289
10/9/2022,54.2004896,26.94929762,82.30008156,0.254052998,0.795934259
10/16/2022,22.54661685,25.32116534,64.99810268,0.09835699,0.560088273
10/23/2022,44.02504876,25.48999694,75.97737882,0.204003024,0.584544674
10/30/2022,53.02688068,27.03422146,39.20628336,0.248280364,0.808236051
11/6/2022,65.37813179,27.32272844,55.8535943,0.309032504,0.850028242
11/13/2022,74.44493807,26.03345454,58.32540493,0.353629434,0.663268186
11/20/2022,43.42327336,26.26734717,59.56376713,0.201043069,0.697149118
11/27/2022,41.43432626,26.50348023,52.86169487,0.191260029,0.731354591
12/4/2022,104.2772432,25.87406516,65.52029376,0.500365691,0.640179555
12/11/2022,92.28734038,26.26010579,47.52797011,0.441390917,0.696100155
12/18/2022,77.79806845,26.26049286,59.41502926,0.370122487,0.696156225
12/25/2022,131.0230395,26.45753168,72.81612841,0.631920328,0.724698632
